wav_filename,wav_filesize,song_name,artist,length,transcript
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Jumpin on a Jet 10.wav,596276,Jumpin on a Jet,['future'],3380,solitaires on my ankles i'm weighed up
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Never Stop 29.wav,596276,Never Stop,['future'],3380,icyed out the hublot these niggas lookin' fugazi yeah
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Goin Dummi 12.wav,539828,Goin Dummi,['future'],3060,fine europeans look good in the dark
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Ain't Coming Back 44.wav,580400,Ain't Coming Back,['future'],3290,don't you judge me off mistakes i've made
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Baptiize 53.wav,580400,Baptiize,['future'],3290,we rollin' up in the police face we got some cash to blow
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Baptiize 17.wav,599804,Baptiize,['future'],3400,came up around murderers and most of 'em shiesty
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Solo 22.wav,545120,Solo,['future'],3090,rollie on ice yeah
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Use Me 35.wav,566288,Use Me,['future'],3210,'cause i would travel to grandma's house when i came out
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future RED LIGHT 22.wav,652724,RED LIGHT,['future'],3700,shit gettin' hectic with the niggas that ya kill for
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future 31 DAYS 59.wav,672128,31 DAYS,['future'],3810,one hell of a car collection pulling it up it's panoramic
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Incredible 36.wav,516896,Incredible,['future'],2930,i'm a do whatever it's gon' take to keep my baby spoiled
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Sorry 107.wav,899684,Sorry,['future'],5100,yah sushi was raw when she got confiscated
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Extra 14.wav,407528,Extra,['future'],2310,why my bitch so extra
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future CUDDLE MY WRIST 35.wav,393416,CUDDLE MY WRIST,['future'],2230,fishscale when you speak my status
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Neva Missa Lost 38.wav,384596,Neva Missa Lost,['future'],2180,take the jet so we can meet quicker
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Jumpin on a Jet 8.wav,633320,Jumpin on a Jet,['future'],3590,we say it's up then it's up
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Young Thug Feed Me Dope 20.wav,638612,Feed Me Dope,['future'],3620,uhoh bring the money on a big dolly uhoh
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future 31 DAYS 28.wav,393416,31 DAYS,['future'],2230,these niggas be hatin' putting on a front
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Shotgun 23.wav,698588,Shotgun,['future'],3960,shouldn't've said pop it pop it girl they all jealous
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Jumpin on a Jet 43.wav,578636,Jumpin on a Jet,['future'],3280,tv the headrest pull up at the clearport
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Talk Shit Like a Preacher 29.wav,294632,Talk Shit Like a Preacher,['future'],1670,gettin' fresh like photo gopro
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Baptiize 23.wav,615680,Baptiize,['future'],3490,makin' money is the only thing excite me
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Please Tell Me 57.wav,663308,Please Tell Me,['future'],3760,yeah please tell me i can throw the sauce on you please please
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Keep Quiet 60.wav,384596,Keep Quiet,['future'],2180,you ain't never been laid on a bill yet
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Young Thug 4 da Gang 47.wav,620972,4 da Gang,['future'],3520,i'm so real my day ones got every code to my safe oh yeah
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Jumpin on a Jet 37.wav,508076,Jumpin on a Jet,['future'],2880,we gon' down him and fuck his ho
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future 31 DAYS 57.wav,628028,31 DAYS,['future'],3560,we don't put on fugazi everything we wear super titanic
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Faceshot 43.wav,538064,Faceshot,['future'],3050,half of these bitches sleepin' with the grim reaper woo
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Turn On Me 79.wav,686240,Turn On Me,['future'],3890,i smoked so much the ashes 'bout to fall on me
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Please Tell Me 14.wav,273464,Please Tell Me,['future'],1550,shawty want big boy carats please please
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Sorry 53.wav,467504,Sorry,['future'],2650,caramel complexion that's a halle berry
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Extra 27.wav,813248,Extra,['future'],4610,had to hit all the clubs swapped out the ones before
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future St. Lucia 26.wav,566288,St. Lucia,['future'],3210,i ran a check through a money machine then i seduced her
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Ain't Coming Back 46.wav,601568,Ain't Coming Back,['future'],3410,wrist rocky talkin' vvv's
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Overdose 25.wav,603332,Overdose,['future'],3420,my chain must be on drugs i'm lookin' like i'm on drugs
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Promise U That 6.wav,382832,Promise U That,['future'],2170,tell your main nigga he your ex now
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Incredible 58.wav,516896,Incredible,['future'],2930,i'm a do whatever it take to keep my fuckin' baby sprung
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Talk Shit Like a Preacher 31.wav,335204,Talk Shit Like a Preacher,['future'],1900,i spill it up they gon' mop uh
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Ain't Coming Back 1.wav,442808,Ain't Coming Back,['future'],2510,some things out of my control
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Goin Dummi 10.wav,412820,Goin Dummi,['future'],2340,it's okay 'kay okay
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Please Tell Me 16.wav,333440,Please Tell Me,['future'],1890,she ain't never had my status please please
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Young Thug 4 da Gang 35.wav,645668,4 da Gang,['future'],3660,i know every nigga with my gon' kill so i stay out the way gang
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future St. Lucia 0.wav,710936,St. Lucia,['future'],4030,save me
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Baptiize 64.wav,446336,Baptiize,['future'],2530,we don't want nothin' but some hundreds and s some hundreds and s
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Fresh Air 52.wav,684476,Fresh Air,['future'],3880,i'm mad i'm mad you know that i'm mad
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Promise U That 15.wav,679184,Promise U That,['future'],3850,came in a car and you gon' leave in a jet i can promise you that yeah yeah
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Turn On Me 5.wav,740924,Turn On Me,['future'],4200,with this dope in my system i know you gon' turn on me
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Keep Quiet 48.wav,430460,Keep Quiet,['future'],2440,better not cut no fuss at them
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Tricks on Me 40.wav,779732,Tricks on Me,['future'],4420,grapes and strawberries nothing's got temporary
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Please Tell Me 62.wav,688004,Please Tell Me,['future'],3900,if i'm with my boys i'm with my slimes please
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Damage 65.wav,349316,Damage,['future'],1980,got cake cookin' up cake bake
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Fresh Air 1.wav,670364,Fresh Air,['future'],3800,sayin' touch your toes while you cookin' breakfast
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Damage 64.wav,481616,Damage,['future'],2730,so easy getting  thousand when the night up
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Temptation 16.wav,672128,Temptation,['future'],3810,top gone it's on vacation yeah
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future 31 DAYS 0.wav,1111364,31 DAYS,['future'],6300,zaytoven
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Neva Missa Lost 0.wav,950840,Neva Missa Lost,['future'],5390,who are you again why are you in my bed
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future SOME MORE 29.wav,441044,SOME MORE,['future'],2500,i smell the blood i'ma eat you like sharks
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Faceshot 6.wav,638612,Faceshot,['future'],3620,i fuck with lil' shawty she got deep throat yeah
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Shotgun 35.wav,716228,Shotgun,['future'],4060,'bout to go to the dealer and cop somethin' let's cop somethin'
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Overdose 39.wav,329912,Overdose,['future'],1870,my whip crazy in the forgis uhhuh
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future RED LIGHT 14.wav,472796,RED LIGHT,['future'],2680,gotta say i'm good i'm on the espy's
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future My Collection 21.wav,688004,My Collection,['future'],3900,i cooked it up and then i went global
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Afterlife 7.wav,578636,Afterlife,['future'],3280,but i don't fuckin' miss it though i'm gon' slide
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Baptiize 21.wav,590984,Baptiize,['future'],3350,i came from off the floor you won't find no nigga like me
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Love Thy Enemies 6.wav,887336,Love Thy Enemies,['future'],5030,tracin' back to orbit is where we met met
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Keep Quiet 0.wav,643904,Keep Quiet,['future'],3650,from the club to the telly on the floor on the table
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Never Stop 73.wav,455156,Never Stop,['future'],2580,freebandz
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Tricks on Me 15.wav,682712,Tricks on Me,['future'],3870,hawaiian surfin' on the thick one to the pj
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Sorry 64.wav,476324,Sorry,['future'],2700,commercial flights gettin' too hectic
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Keep Quiet 13.wav,388124,Keep Quiet,['future'],2200,go to paris do the dashboard
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Keep Quiet 57.wav,351080,Keep Quiet,['future'],1990,these niggas they small talkin'
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Afterlife 39.wav,580400,Afterlife,['future'],3290,i got her flattin' out her tummy i'm that nigga super
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Temptation 27.wav,575108,Temptation,['future'],3260,and i got facts i can prove it yeah yeah yeah
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Please Tell Me 13.wav,361664,Please Tell Me,['future'],2050,shawty want big dog status please
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Servin Killa Kam 12.wav,698588,Servin Killa Kam,['future'],3960,i been fresh woo osh b'gosh
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Promise U That 18.wav,686240,Promise U That,['future'],3890,baby this thuggin' love nono yeahyeahyeahyeah
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future CUDDLE MY WRIST 21.wav,381068,CUDDLE MY WRIST,['future'],2160,margiela on my toes sittin' way in the back
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Krazy but True 28.wav,546884,Krazy but True,['future'],3100,tell me you a god
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future CUDDLE MY WRIST 14.wav,342260,CUDDLE MY WRIST,['future'],1940,fuck around i had to call up scratch
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Keep Quiet 28.wav,377540,Keep Quiet,['future'],2140,no confessions you can book the suite
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future F&N 13.wav,592748,F&N,['future'],3360,put 'em on lean yeah they whippin' them new machines yeah
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Tricks on Me 61.wav,1143116,Tricks on Me,['future'],6480,someone is jealous i know i know
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Never Stop 72.wav,1268360,Never Stop,['future'],7190,i can't forget where i came from
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Promise U That 1.wav,726812,Promise U That,['future'],4120,you're a bad lil' bitch don't worry ah
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Baptiize 2.wav,606860,Baptiize,['future'],3440,bentayga rolls royces etcetera etcetera
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Tricks on Me 25.wav,642140,Tricks on Me,['future'],3640,i was lettin' the shit i can't control destroy me
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Talk Shit Like a Preacher 0.wav,366956,Talk Shit Like a Preacher,['future'],2080,i'm lovin' it
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Temptation 13.wav,386360,Temptation,['future'],2190,all of these hoes came with it yeah
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Krazy but True 41.wav,679184,Krazy but True,['future'],3850,i've been abused by struggle
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Goin Dummi 46.wav,980828,Goin Dummi,['future'],5560,yeah yeah every watch i own on tsunami every watch i own
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future CUDDLE MY WRIST 28.wav,405764,CUDDLE MY WRIST,['future'],2300,tryna keep up better step up your neck
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Sorry 26.wav,501020,Sorry,['future'],2840,'cause i've been gettin' fly sippin' diesel
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future St. Lucia 38.wav,645668,St. Lucia,['future'],3660,i'm goin' for clarity i don't gotta change lanes i don't gotta change lanes
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Tricks on Me 36.wav,813248,Tricks on Me,['future'],4610,someone that's jealous playin' tricks on me
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future RED LIGHT 26.wav,603332,RED LIGHT,['future'],3420,flawless victory change the weather
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Young Thug Feed Me Dope 9.wav,626264,Feed Me Dope,['future'],3550,feed me dope and i start seeing ghosts
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Crushed Up 1.wav,624500,Crushed Up,['future'],3540,you gon' be the one bust it down i can see it
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Faceshot 34.wav,575108,Faceshot,['future'],3260,skrrt skrrt that that new forty that new forty
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Love Thy Enemies 12.wav,696824,Love Thy Enemies,['future'],3950,i need angels i need angels yeah
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Servin Killa Kam 2.wav,377540,Servin Killa Kam,['future'],2140,i'ma pop up on you in the latest
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future RED LIGHT 23.wav,619208,RED LIGHT,['future'],3510,money got me hesitant what i got to live for
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Ain't Coming Back 28.wav,583928,Ain't Coming Back,['future'],3310,they say i'm the one that inspired them yeah yeah
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Goin Dummi 15.wav,622736,Goin Dummi,['future'],3530,yeah you try and leave me downgradin' downgrade
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future SOME MORE 26.wav,419876,SOME MORE,['future'],2380,yellow presi and it wasn't offshore
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future WIFI LIT 57.wav,679184,WIFI LIT,['future'],3850,wifi lit
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future SOME MORE 19.wav,476324,SOME MORE,['future'],2700,ran outta hard had to cook up some more
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Solo 30.wav,972008,Solo,['future'],5510,got my name too big everybody know right now
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Baptiize 18.wav,631556,Baptiize,['future'],3580,she was already bad but my money made her feisty
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future WHEN I THINK ABOUT IT 22.wav,677420,WHEN I THINK ABOUT IT,['future'],3840,wetter than a pussy got your nose runnin'
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Sorry 79.wav,428696,Sorry,['future'],2430,styrofoam cups everything is approved
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Faceshot 42.wav,552176,Faceshot,['future'],3130,my shawty all these models all head eaters yeah yeah
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future SOME MORE 8.wav,423404,SOME MORE,['future'],2400,thought she was true she was fuckin' the opps
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Faceshot 13.wav,566288,Faceshot,['future'],3210,skrrt skrrt in a fast toy skrrt skrrt
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Turn On Me 31.wav,395180,Turn On Me,['future'],2240,i'm a give you everything i ain't crabby
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Turn On Me 10.wav,705644,Turn On Me,['future'],4000,i told you from the start you was gon' turn on me
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future WHEN I THINK ABOUT IT 15.wav,688004,WHEN I THINK ABOUT IT,['future'],3900,i gotta be the one most improvin'
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Afterlife 54.wav,562760,Afterlife,['future'],3190,i would've said at least a hundred to play it safe robbin' the safe
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Young Thug Feed Me Dope 21.wav,652724,Feed Me Dope,['future'],3700,they know i'm a millionaire from freestyling
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future F&N 47.wav,276992,F&N,['future'],1570,got a bigger scale for the dodie
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Servin Killa Kam 0.wav,668600,Servin Killa Kam,['future'],3790,in the war zone with the hittas
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Temptation 32.wav,361664,Temptation,['future'],2050,now i wake up and i fuck on a bad bitch
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Afterlife 51.wav,539828,Afterlife,['future'],3060,got that glizzy on me baby hold on wait that's a glock
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Solo 5.wav,564524,Solo,['future'],3200,you know what i do
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Please Tell Me 40.wav,698588,Please Tell Me,['future'],3960,please tell me one rolex won't do one won't do please
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Turn On Me 28.wav,331676,Turn On Me,['future'],1880,i'm the one took all the blame for you
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Use Me 26.wav,1335392,Use Me,['future'],7570,just so you know i need you to know how to use me
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Turn On Me 37.wav,453392,Turn On Me,['future'],2570,come over later i mash in it
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Young Thug 4 da Gang 40.wav,640376,4 da Gang,['future'],3630,i'm a nine figure nigga we ain't never worried about murder cases murder
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Keep Quiet 45.wav,365192,Keep Quiet,['future'],2070,fancy cruise and double m
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future St. Lucia 32.wav,633320,St. Lucia,['future'],3590,my bitch play violin and she made in cape town
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Tricks on Me 6.wav,677420,Tricks on Me,['future'],3840,flintstone in my ears pissed on my wrist baby
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Faceshot 45.wav,538064,Faceshot,['future'],3050,had to buy some extra diamonds to make my arms even woo
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future SOME MORE 10.wav,478088,SOME MORE,['future'],2710,told me she loyal i found out she not
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future SOME MORE 15.wav,444572,SOME MORE,['future'],2520,protectin' my heart like never before
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Never Stop 6.wav,601568,Never Stop,['future'],3410,you'll get rich and have problems that you never thought
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Servin Killa Kam 35.wav,352844,Servin Killa Kam,['future'],2000,gettin' geeked up i'm exclusive
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Sorry 17.wav,850292,Sorry,['future'],4820,i was in the uk thinkin' shit don't feel the same
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Damage 6.wav,435752,Damage,['future'],2470,aw yeah out here getting it baby
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Sorry 40.wav,455156,Sorry,['future'],2580,money broads lawyers cost a half a mil'
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Afterlife 18.wav,606860,Afterlife,['future'],3440,i've been jumpin' on these lears that's the way i'ma chase 'em
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future My Collection 26.wav,571580,My Collection,['future'],3240,but at the same time i like to vibe with one
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Please Tell Me 20.wav,314036,Please Tell Me,['future'],1780,she was just thinkin' you the one please please
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Faceshot 47.wav,511604,Faceshot,['future'],2900,we gettin' the same money as illuminati 'luminati
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Solo 43.wav,820304,Solo,['future'],4650,we gotta fuck right now let's just fuck right now
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Jumpin on a Jet 26.wav,562760,Jumpin on a Jet,['future'],3190,fresher than a mannequin
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Young Thug Feed Me Dope 8.wav,548648,Feed Me Dope,['future'],3110,feed me dope i get wavy like a boat
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Shotgun 60.wav,809720,Shotgun,['future'],4590,let's go flawless shopping girl this shit is rare shit is rare rare rare
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Sorry 99.wav,409292,Sorry,['future'],2320,lotove i hope you get greedy
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Shotgun 47.wav,712700,Shotgun,['future'],4040,you wanna ride with me shotgun you wanna ride ride ride
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Never Stop 18.wav,580400,Never Stop,['future'],3290,i can't get caught up inside the matter
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Testify 46.wav,513368,Testify,['future'],2910,don't you be afraid i'm a guard you with my life
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future RED LIGHT 12.wav,712700,RED LIGHT,['future'],4040,sleepin' on the floor had made my heart colder
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Ain't Coming Back 51.wav,564524,Ain't Coming Back,['future'],3200,i don't need a stylist i can dress myself
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future New Illuminati 35.wav,714464,New Illuminati,['future'],4050,left foot right foot let me see you step on my car man
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Use Me 17.wav,635084,Use Me,['future'],3600,i'll call your ex if you really want me to
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Testify 34.wav,486908,Testify,['future'],2760,all the turbulence got you mad curious
C:\Users\Milan\Documents\Programming\tranSLATor\dataset\data\dataset_wav_lines\Future Use Me 20.wav,608624,Use Me,['future'],3450,i scoop your son up from your baby daddy
